id;subject_rf;name_full;name_short;name_employee;inn;orn;legal_address;actual_address;phone;email;site;count_mkd;area_total;w_summ
7501514;"Пермский край";"ООО ""УК""Усть-Качка Сервис""";"ООО ""УК""Усть-Качка Сервис""";"Михаил Леонидович Козлов";5948041046;1115948001465;"с. Усть-Качка, ул. Победы, д. 16";"с. Усть-Качка, ул. Победы, д. 16";2952383,2952933;uks933@inbox.ru;http://uk-uk-service.ru/;21;68821,60;35,00
8878959;"Пермский край";"Общество с ограниченной ответственностью Управляющая компания ""Уютный дом ДТА""";"ООО УК ""Уютный дом ДТА""";"Виталий Владимирович Пятаченко";5907048250;1115907001374;"г. Пермь, ул. Рабкоровская, д. 23";"г. Пермь, ул. Писарева, д. 56, к. Б";"8 (342) 200 73 46";dom-dta@yandex.ru;;4;45156,90;31,50
8914003;"Пермский край";"Общество с ограниченной ответственностью управляющая компания ""ФАВОРИТ""";"ООО УК ""ФАВОРИТ""";"Наталья Борисовна Крючкова";5904266109;1125904004038;"г. Пермь, б-р. Гагарина, д. 46, п. 417";"г. Пермь, б-р. Гагарина, д. 46, п. 415";"206-09-28, 206-08-93, 206-11-82";lider-favorit@mail.ru;;5;20465,50;37,00
8924698;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""ФОРВАРД""";"ООО ""УК ""ФОРВАРД""";"Андрей Владимирович Дылдин";5921031629;1155958022571;"г. Чусовой, ул. Ленина, д. 38, к. 0, стр. 0, п. 0";"г. Чусовой, ул. Ленина, д. 38, к. 0, стр. 0, п. 0";83425660634;UK-FORVARD@yandex.ru;;51;33065,91;35,00
8916706;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""ЦЕНТР""";"ООО ""УК ""ЦЕНТР""";"Вадим Александрович Князев";5902880377;1115902008243;"г. Пермь, ул. Екатерининская, д. 76";"г. Пермь, ул. Екатерининская, д. 76";"(342) 206-58-78";uk-zentr@mail.ru;укцентр59.рф;98;376795,93;36,00
8914142;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""Чайковская""";"ООО ""УК ""Чайковская""";"Борис Андреевич Морозов";5920035162;1115920000063;"г. Чайковский, ул. Шлюзовая, д. 1а, стр. 3";"г. Чайковский, ул. Шлюзовая, д. 1а, стр. 3";+73424166701;ukchaik@mail.ru;ук-чайковская.рф;89;386356,40;37,00
8935649;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""ЭКВО""";"ООО ""УК ""ЭКВО""";"Николай Николаевич Косяков";5905045582;1165958103442;"г. Пермь, ул. Кавалерийская, д. 18";"г. Пермь, ул. Кавалерийская, д. 18";2805003;ekvo.perm@mail.ru;www.uk-ekvo.ru;4;18517,10;30,00
8576401;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""ЭКВО""";"ООО ""УК ""ЭКВО""";"Николай Николаевич Косяков";5906121187;1135906003694;"г. Пермь, ул. Кавалерийская, д. 18";"г. Пермь, ул. Кавалерийская, д. 18";"8 (342) 280-50-03";ekvo.perm@mail.ru;;65;254623,94;39,00
8834656;"Пермский край";"Общество с ограниченной ответственностью Управляющая компания ""Эко-Дом""";"ООО УК ""Эко-ДОМ""";"Светлана Владимировна Антонова";5921022198;1075921000913;"г. Чусовой, ул. Юности, д. 3";"г. Чусовой, ул. Юности, д. 3";"(834256) 50257";du2@mail.ru;;70;208250,88;40,00
8344638;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""ЭксКом""";"ООО ""УК ""ЭксКом""";"Сергей Николаевич Шалабот";5904147077;1065904117872;"г. Пермь, ул. Казахская, д. 70";"г. Пермь, ул. Казахская, д. 70";(342)262-81-81;exkom@list.ru;www.uk-ekskom.ru;196;772867,95;38,00
8933194;"Пермский край";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЭТАЖИ""";"ООО ""УК ""ЭТАЖИ""";"Юрий Александрович Крутых";5904325700;1155958114355;"г. Пермь, ул. Гусарова, д. 16, п. 106";"г. Пермь, б-р. Гагарина, д. 46, п. 415";"8(342) 2060928";lider-favorit@mail.ru;etazhi.roskvartal.ru;19;49916,70;35,50
8628460;"Пермский край";"Общество с ограниченной ответственностью Управляющая компания ""Эталон""";"ООО УК ""Эталон""";"Наталья Михайловна Габова";5902890128;1125902004788;"г. Пермь, пер. Дубровский 2-й, д. 8, п. 50";"г. Пермь, п. Новые Ляды, ул. 40 лет Победы, д. 10, лит. а, п. 2";+73422088895;etalon_uk@mail.ru;etalonperm.ru;5;13551,00;35,50
8928465;"Пермский край";"Общество с ограниченной ответственностью «Управляющая компания «ЮКОМ»";"ООО «УК «ЮКОМ»";"Станислав Юрьевич Зырянов";5908986700;1145958078452;"г. Пермь, ул. Кировоградская, д. 40, п. 15";"г. Пермь, ул. Липатова, д. 25";"(342) 282-90-94";uk-ucom@yandex.ru;ук-юком.рф;76;278451,00;35,50
8939775;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая организация ""ЖИЛОЙ МНОГОКВАРТИРНЫЙ ДОМ""";"ООО ""УО ""ЖилМКДом""";"Светлана Валентиновна Неверная ";5903129710;1165958123000;"г. Пермь, ул. Куйбышева, д. 119, п. 101";"г. Пермь, ул. Куйбышева, д. 119, п. 101";2087165;uo.zhildom@gmail.com;уожилмкдом.рф;2;9535,90;25,00
8794007;"Пермский край";"Общество с ограниченной ответственностью ""Управдом""";"ООО ""Управдом""";"Сергей Вадимович Зеленин";5904163520;1075904007508;"г. Пермь, ул. Краснофлотская, д. 28";"г. Пермь, ул. Краснофлотская, д. 28";(342)2413609;ooo.upravdom@list.ru;www.reformagkh.ru;9;105720,20;31,00
7593243;"Пермский край";"Общество с ограниченной ответственностью ""Управление ""ЖилСервис""";"ООО ""Управление ""ЖилСервис""";"Альбер Васильевич Комаров";5911062770;1105911001426;"г. Александровск, рп. Яйва, ул. Заводская, д. 37";"г. Александровск, рп. Яйва, ул. Заводская, д. 37";83427422556;up.zhilservis@mail.ru;;24;72601,36;39,00
8931068;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""Астра-сервис""";"ООО ""Управляющая компания ""Астра-сервис""";"Сергей Геннадьевич Бугалевич";5906856801;1145958056243;"г. Пермь, ул. Уинская, д. 8а";"г. Пермь, пер. Тополевый, д. 5, п. 15";"+7 (342) 205-53-00";uk_astra_service@mail.ru;http://uk-astra.ru/;4;101952,00;30,50
8583032;"Пермский край";"Общество с ограниченной  ответственностью ""Управляющая компания ""А-ЭЛИТА""";"ООО ""Управляющая компания ""А-ЭЛИТА""";"Алексей Викторович Желтовских";5902172871;1105902001270;"г. Пермь, ул. Пермская, д. 124, п. 601/1";"г. Пермь, ул. Пермская, д. 124, п. 601/1";(342)259-50-10;ukaelita@mail.ru;;4;70721,50;36,00
8921752;"Пермский край";"ООО Управляющая Компания ""Возрождение""";"ООО Управляющая Компания ""Возрождение""";"Оксана Владимировна Децик";5908048550;1115908002044;"г. Пермь, ул. Каляева, д. 11-1";"г. Пермь, ул. Каляева, д. 11-1, п. офис 1";8-902-83-44-254;yk.v2011@mail.ru;;1;5251,00;26,00
8695185;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""Гайва""";"ООО ""Управляющая компания ""Гайва""";"Анастасия Леонидовна Никитина";5907050108;1125907000273;"г. Пермь, ул. Вильямса, д. 20/3, п. 2";"г. Пермь, ул. Репина, д. 2а";271-01-66;ukgaiva@yandex.ru;www.ukgaiva.ru;21;29744,00;37,50
8726347;"Пермский край";"Общество с ограниченной ответственностью Управляющая Компания ""Закамская""";"ООО Управляющая Компания ""Закамская""";"Юлия Александровна Цветкова";5908041120;1085908002245;"г. Пермь, ул. Автозаводская, д. 21а";"г. Пермь, ул. Закамская, д. 2, к. в";207-69-05;zuk.perm@mail.ru;www.ukzakamsk.ru;4;4714,60;30,00
8504767;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""Лидер""";"ООО "" Управляющая компания ""Лидер""";"Ксения Александровна Бельская";5904178879;1075904025009;"г. Пермь, ул. Революции, д. 32";"г. Пермь, ул. Революции, д. 32";244-62-01;lider_uk@bk.ru;http://www.uk-permkrai.ru/members/lider.php;3;1428,90;23,00
8504997;"Пермский край";"ООО ""Управляющая компания ""Мастер Комфорта""";"ООО ""Управляющая компания ""МаКо""";"Алексей Николаевич Сергеев";5902198608;1065902047188;"г. Пермь, б-р. Гагарина, д. 44а";"г. Пермь, б-р. Гагарина, д. 44а";"(342) 214-47-53";uk_master_komforta@mail.ru;http://www.uk-permkrai.ru/members/master.php;11;54831,03;37,00
8917661;"Пермский край";"ООО ""Управляющая компания ""МАСТЕР КОМФОРТА""";"ООО ""Управляющая компания ""МАСТЕР КОМФОРТА""";"Людмила Геннадьевна Цыбина";5906105668;1115906000880;"г. Пермь, б-р. Гагарина, д. 36";"г. Пермь, б-р. Гагарина, д. 36";"(342) 214-47-53";master_komforta@mail.ru;http://ukmasterkomforta.ru/;65;218075,43;35,00
8915463;"Пермский край";"Общество с ограниченной ответственностью «Управляющая компания Пермского района»";"ООО «Управляющая компания Пермского района»";"Василий Васильевич Барковский";5905284823;1115905002289;"д. Кондратово, ул. Камская, д. 1Б, п. 58";"д. Кондратово, ул. Камская, д. 1Б, п. 58";"+7 342 201 45 75";zhilishnyyfond@mail.ru;http://ukpermskogoraiona.ru/;7;40817,70;31,00
8696218;"Пермский край";"Общество с ограниченной ответственностью ""Стандарт""";"ООО ""Управляющая компания ""Стандарт""";"Инна  Александровна Харитонова ";5914023970;1085914000644;"г. Добрянка, ул. Розы Люксембург, д. 68";"г. Добрянка, ул. Победы, д. 37/35, п. офис 2";8(34265)2-95-92;yk.standart@inbox.ru;"в разработке";2;640,40;25,50
8754307;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания ""ТехСтрой""";"ООО ""Управляющая компания ""ТехСтрой""";"Сергей Владимирович Седухин";5904300085;1135904023947;"г. Пермь, ул. Народовольческая, д. 34-37";"г. Пермь, ул. 25 Октября, д. 81/3";"(342) 254-30-47";yk_texstroy@mail.ru;https://www.reformagkh.ru/;45;57735,90;31,00
7501511;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая компания"" УНИВЕРСАЛ""";"ООО ""Управляющая компания ""УНИВЕРСАЛ""";"Алексей Александрович Ощепков";5948032002;1075948000260;"пгт. Юго-Камский, ул. Труда, д. 6";"пгт. Юго-Камский, ул. Металлистов, д. 4, к. а";(342)2955138;uk.universal@yandex.ru;ukuniversal.com;13;17656,04;38,00
8913420;"Пермский край";"ООО ""УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ ""ЖИЛКОМСТАНДАРТ""омстандарт""";"ООО ""УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ ""ЖИЛКОМСТАНДАРТ""";"Светлана Ивановна Бородина";5903108580;1135903004533;"г. Пермь, ул. Барамзиной Татьяны, д. 42/3";"г. Пермь, пр-кт. Парковый, д. 20/2";222-60-59;gks-uk@mail.ru;жкс-пермь.рф;36;166099,30;39,00
8121751;"Пермский край";"Общество с ограниченной ответственностью ""УралевроТЭК-КУБ""";"ООО ""УралевроТЭК-КУБ""";"Диана Витальевна Тяркина";5904220873;1095904019310;"г. Пермь, ул. Промышленная, д. 50, п. 23";"г. Чусовой, ул. Трудовая, д. 13, лит. Б";8(34256)6-33-42;Tyarkina.uetek@bk.ru;www.tec-cub.i-gkh.ru;11;29283,40;32,50
8916242;"Пермский край";"Общество с ограниченной ответственностью";"ООО ""Уралкомп""";"Ольга Аркадьевна Колоколова";5916027970;1135916000472;"г. Краснокамск, ул. Комарова, д. 5";"г. Краснокамск, ул. Комарова, д. 5";8(34273)2-45-65;uralcomp@bk.ru;;21;66200,70;35,00
8923256;"Пермский край";"Общество с ограниченной ответственностью ""Уралпром-А""";"ООО ""Уралпром-А""";"Марина Алексеевна Камаева";5903045548;1045900351870;"г. Пермь, ул. Пермская, д. 51, п. 6";"г. Пермь, ул. Пермская, д. 51, п. 6";212-78-47;kbs.33@yandex.ru;kbs-33.narod.ru;2;17541,70;32,50
8935010;"Пермский край";"Общество с ограниченной ответственностью "" Уральское качество""";"ООО ""Уральское качество""";"Вадим Игоревич Жуйков";5907022887;1155958102937;"г. Пермь, ул. Репина, д. 2а";"г. Пермь, ул. Репина, д. 2а";277-41-81;ukural59@yandex.ru;www.ural59.ru;13;69083,20;34,50
8917205;"Пермский край";"ООО ""УРАЛСТРОЙРЕМОНТ""";"ООО ""УСР""";"Сергей Александрович Субботин";5904995246;1145958014751;"г. Пермь, ул. Героев Хасана, д. 7, к. а, п. 301";"г. Пермь, ул. Героев Хасана, д. 7, к. а, п. 301";"246-08-59, 246-08-45";ooo_usr@mail.ru;www.уралстройремонт.рф;10;31944,04;35,00
8920223;"Пермский край";"Общество с ограниченной ответственностью  ""Уютный дом""";"ООО ""Уютный дом""";"jjj jjj";5905025441;1155958001220;"г. Пермь, ул. Героев Хасана, д. 9, к. а, п. 408";"г. Пермь, ул. Героев Хасана, д. 9, к. а, п. 408";244-10-40;uyutniy.dom.uk@mail.ru;;6;52280,30;34,50
8249830;"Пермский край";"Общество с ограниченной ответственностью ""Уютный дом""";"ООО ""Уютный дом""";"Римма Гаптулазяновна Яницкая";5911055652;1085911000713;"г. Березники, ул. Пятилетки, д. 64";"г. Березники, ул. Пятилетки, д. 64";"(3424) 22-76-04";berinfoservice@gmail.com;;2;5965,20;25,50
8935878;"Пермский край";"Общество с ограниченной ответственностью ""Уютный дом""";"ООО ""Уютный дом""";"Сергей Юрьевич Полыгалов";5902038756;1165958100550;"г. Пермь, ул. Монастырская, д. 61, п. оф.202";"г. Пермь, ул. Героев Хасана, д. 9, стр. а, п. оф.408";8(342)244-10-20;uyutniy.dom.uk@mail.ru;;7;37443,22;35,00
8467979;"Пермский край";"Общество с Ограниченной Ответственностью ""УЮТ-Сервис""";"ООО ""УЮТ-Сервис""";"Игорь Юрьевич Безматерных";5916027659;1135916000153;"г. Краснокамск, ул. Чапаева, д. 33 Б";"г. Краснокамск, ул. Чапаева, д. 55";"8 34 273 7 3022";uyut-kama@mail.ru;https://www.reformagkh.ru/mymanager/company/?nid=8467979&tid=2367135;22;48451,93;35,50
8593017;"Пермский край";"Общество с ограниченной ответственностью ""Фаворит""";"ООО ""Фаворит""";"Татьяна Петровна Ильина Татьяна Петровна";5916021583;1085916001478;"с. Григорьевское, ул. Ленина, д. 6";"с. Григорьевское, ул. Ленина, д. 6";83427229205;shipulihaks@mail.ru;;65;10723,10;25,00
8160246;"Пермский край";"Общество с ограниченной ответственностью ""Фарт""";"ООО ""Фарт""";"Николай Валентинович Захаров";5911017270;1025901703541;"г. Березники, пр-кт. Ленина, д. 47, п. 421";"г. Березники, ул. Пятилетки, д. 64";"8 (3424) 263199  8(3424) 227604";ukfart@yandex.ru;;2;8912,10;29,00
8916678;"Пермский край";"Общество с ограниченной ответственностью";"ООО ""Фемида""";"Станислав Владимирович Зимин";5916025059;1115916000111;"г. Краснокамск, ул. Чапаева, д. 33б";"г. Краснокамск, ул. Чапаева, д. 33б";"(34273) 7-30-22";kras.femida@yandex.ru;https://www.reformagkh.ru/mymanager/company/?nid=8916678&tid=2367135;14;6510,10;34,00
8921882;"Пермский край";"Общество с ограниченной ответственностью ""Фидуция""";"ООО ""Фидуция""";"Феликс Юрьевич Юрийчук";5906117991;1135906000042;"г. Пермь, ул. Уральская, д. 51, п. 3";"г. Пермь, ул. Карбышева, д. 88а, п. 9";(342)203-95-15,;fiducia59@gmail.com;www.fiducia59.ru;14;56568,94;55,50
8922245;"Пермский край";"ООО ""Центр коммунального обслуживания""";"ООО ""ЦКО""";"Сергей Леонидович Елисеев";5919021454;1135919000139;"г. Соликамск, ул. Розы Люксембург, д. 17а";"г. Соликамск, ул. Розы Люксембург, д. 17а";8(34253)2-84-00;sol_cko@mail.ru;;46;133171,40;40,00
8938325;"Пермский край";"Общество с ограниченной ответственностью ""Центр Коммунального Обслуживания Боровск""";"ООО ""ЦКО Боровск""";"Сергей Васильевич Макаров";5919025515;1155958112716;"г. Соликамск, ул. Набережная, д. 109";"г. Соликамск, ул. Розы Люксембург, д. 17А";"834253 2-84-00";ckoborovsk@mail.ru;cko-borovsk.solkam.ru;62;246191,60;36,00
8710759;"Пермский край";"Общество с ограниченной ответственностью ""ЧеИвГруп""";"ООО ""ЧеИвГруп""";"Татьяна Михайловна Вяткина";5916025436;1115916000551;"с. Черная, ул. Северная, д. 6";"с. Черная, ул. Северная, д. 6";"8 34273 94332";cheiv.group@mail.ru;cheigrup.ru;10;8968,70;34,50
8841682;"Пермский край";"Общество с ограниченной ответственностью ""Чайковское коммунальное агентство""";"ООО ""ЧКА""";"Татьяна Петровна Мерзлякова";5920037890;1125920001316;"г. Чайковский, ул. Советская, д. 2/15";"г. Чайковский, ул. Советская, д. 2/15";"(34241) 6-37-54";chaikka59@mail.ru;http://www.reformagkh.ru/;1;4561,40;
8935824;"Пермский край";"Общество с ограниченной ответственностью ""ЭВЕРЕСТ""";"ООО ""ЭВЕРЕСТ""";"Евгений Александрович Шишкин";5904302188;1155958032515;"г. Пермь, ул. Чернышевского, д. 15в, п. 182";"г. Пермь, ул. Хрустальная, д. 7, п. 604";+7(992)2215747;ykeverest@yandex.ru;reformagkh.ru;3;21475,23;28,00
8395803;"Пермский край";"Общество с ограниченной ответственностью ""Эксплуатация-МКД""";"ООО ""Эксплуатация-МКД""";"Екатерина Александровна Зайцева";5911058438;1095911000261;"г. Березники, ул. Пятилетки, д. 74";"г. Березники, ул. Пятилетки, д. 74";83424227469;;https://dom.gosuslugi.ru;70;262816,00;39,00
8923091;"Пермский край";"Общество с ограниченной ответственностью ""Энергоресурс""";"ООО ""Энергоресурс""";"Сергей Александрович Субботин";5903100213;1125903003104;"г. Пермь, ул. Ветлужская, д. 60, п. а";"г. Пермь, ул. Ветлужская, д. 66";(342)200-99-58;e.resurs.2015@mail.ru;en-resurs.perm.ru;5;12823,40;60,50
8925692;"Пермский край";"ООО ""Эталон""";"ООО ""Эталон""";"Яна Равилевна Гатина";5916028758;1135916001264;"г. Краснокамск, ул. Чапаева, д. 15";"г. Краснокамск, ул. Чапаева, д. 15";8(34273)4-57-02;etalon-kr@mail.ru;;24;60317,40;38,00
8395822;"Пермский край";"Общество с ограниченной ответственностью ""ЖПЭТ-1 - Юбилейная""";"ООО ""Юбилейная""";"Юлия Васильевна Газиева";5911060405;1095911002340;"г. Березники, ул. Юбилейная, д. 119";"г. Березники, ул. Юбилейная, д. 119";83424247549;;https://dom.gosuslugi.ru;59;329265,50;41,00
8921453;"Пермский край";"Потребительский жилищный кооператив № 27";"ПЖК № 27";"Наталья Владимировна Чеботкова";5905097929;1025901226009;"г. Пермь, ул. Архитектора Свиязева, д. 40, к. 1";"г. Пермь, ул. Архитектора Свиязева, д. 40, к. 1";89026350311;pzhk27@ya.ru;www.reformagkh.ru;1;3043,01;26,50
8585323;"Пермский край";"Потребительский жилищный кооператив № 66";"ПЖК № 66";"Елена Валентиновна Баженова";5905097573;1025901220806;"г. Пермь, ул. Самолетная, д. 36";"г. Пермь, ул. Самолетная, д. 36";247-91-71;pgk66.perm@gmail.com;;1;4347,90;26,50
8931618;"Пермский край";"Потребительский жилищно-строительный кооператив № 48 ""Энергетик""";"ПЖСК №48 ""Энергетик""";"Елена Николаевна Мурзакаева";5905097982;1025901208552;"г. Пермь, ул. Стахановская, д. 11";"г. Пермь, ул. Стахановская, д. 11";+7(902)8318733;ya.tsg48@ya.ru;;1;6577,60;28,50
8929127;"Пермский край";"Пермское муниципальное унитарное предприятие ""Городское коммунальное и тепловое хозяйство""";"ПМУП ""Городское коммунальное и тепловое хозяйство""";"Андрей Николаевич Морозов";5904081443;1025900892192;"г. Пермь, ул. Куйбышева, д. 114, к. А";"г. Пермь, ул. Куйбышева, д. 114, к. А";"(342) 281-24-10";mukperm@mail.ru;www.mukperm.ru/;891;683218,58;21,50
8920896;"Пермский край";"ООО СК-АЛЬЯНС";СК-АЛЬЯНС;"Владимир Борисович Кацапов";5904010065;1145958089243;"г. Пермь, ул. Братская, д. 6, п. 68";"г. Пермь, ул. Чкалова, д. 9, п. 220";257-82-01;uk-skalians@yandex.ru;www.alians-uk.com;10;84099,05;35,00
8933178;"Пермский край";"ТСН ""Советская 118""";"Советская 118";"Андрей Николаевич Моисеев";5951002978;1155958025277;"с. Орда, ул. Советская, д. 118";"с. Орда, ул. Советская, д. 118";89026450542;sovetskaya118.tsn@yandex.ru;;1;332,90;25,50
8915243;"Пермский край";"ТСЖ  ""Геологов 11/2""";"Товарищество собственников жилья   ""Геологов 11/2""";"Наталья Александровна Пирогова ";5905253889;1075900006368;"г. Пермь, ул. Геологов, д. 11/2";"г. Пермь, ул. Геологов, д. 11/2";+79028357727;pirogova95@list.ru;;1;;17,50
8916074;"Пермский край";"Товарищество собственников жилья ""Мирный""";"Товарищество собственников жилья ""Мирный""";"Гузалия Сейтгерейтовна Галимова";5905012019;1025901221720;"г. Пермь, ул. Мира, д. 74";"г. Пермь, ул. Мира, д. 74";(342)2215430;permmira74@yandex.ru;;1;8902,90;24,50
8930096;"Пермский край";"Товарищество собственников жилья ""Сысольский""";"Товарищество собственников жилья ""Сысольский""";"Ирина Николаевна Драчева";5908042808;1095908000374;"г. Пермь, ул. Сысольская, д. 15, к. 3";"г. Пермь, ул. Сысольская, д. 15, к. 3";3422523478;savelya09@mail.ru;;1;2511,10;24,00
8934486;"Пермский край";"Товарищество собственников жилья ""ТСЖ - 3""";"Товарищество собственников жилья ""ТСЖ - 3""";"Андрей Викторович Колесов";5920021787;1055906281331;"г. Чайковский, ул. Сосновая, д. 17";"г. Чайковский, ул. Сосновая, д. 17";89223648873;tsg3chaikovskii@gmail.com;tsg3.umi.ru/;1;8734,20;29,00
8926983;"Пермский край";"Товарищество Собственников Жилья  ""Докучаева 44""";ТСЖ;"Владимир Николаевич Сметанников";5903108220;1135903004159;"г. Пермь, ул. Докучаева, д. 44";"г. Пермь, ул. Докучаева, д. 44";(342)213-66-03,;tsgdokuchaeva44@mail.ru;;1;12849,26;26,50
7778166;"Пермский край";"ТСЖ ""Газовиков 1,3""";ТСЖ;"Люция Бадардиновна Безгодова ";5914019740;1055905043193;"г. Добрянка, пгт. Полазна, ул. Газовиков, д. 3, п. 42";"г. Добрянка, пгт. Полазна, ул. Газовиков, д. 3, п. 42";8(34265)76010;l_bezgodova@mail.ru;Отсутствует;2;5675,90;17,00
8925799;"Пермский край";"Товарищество собственников жилья № 1";"ТСЖ № 1";"Тамара Алексеевна Сычева";5905242340;1065905047911;"г. Пермь, ул. Чердынская, д. 20";"г. Пермь, ул. Чердынская, д. 20";"(342) 228 38 87";sta2430@mail.ru;0;1;5542,80;28,00
7713792;"Пермский край";"Товарищество собственников жилья № 10 Кама";"ТСЖ № 10 Кама";"Александр Федорович Москалев";5920030407;1085920001672;"г. Чайковский, ул. Вокзальная, д. 51";"г. Чайковский, ул. Вокзальная, д. 51";"(34241) 2-33-55";Ler43777@yandex.ru;;1;3479,80;26,50
8933765;"Пермский край";"Товарищество собственников жилья-11""ЛУЧ""";"ТСЖ-11""ЛУЧ""";"Татьяна Владимировна Халяева";5920023495;1055906309810;"г. Чайковский, ул. Мира, д. 2/3, п. 45";"г. Чайковский, ул. Мира, д. 2/3, п. 45";89223053519;olga.semakin@mail.ru;;1;2637,30;30,50
7715472;"Пермский край";"Товарищество собственников жилья ""№ 12""";"ТСЖ ""№ 12""";"Ирина Викторовна Байдина";5920031048;1095920000208;"г. Чайковский, ул. Декабристов, д. 1/3";"г. Чайковский, ул. Декабристов, д. 1/3";89223550850;TSGNOMER12@gmail.com;;1;2653,70;31,00
7775091;"Пермский край";"Товарищество Собственников Жилья №13 ""Заря""";"ТСЖ №13 ""Заря""";"Клавдия Алексеевна Ильиных";5920026619;1075900000747;"г. Чайковский, ул. Уральских танкистов, д. 8";"г. Чайковский, ул. Уральских танкистов, д. 8";89223679088;tszh13@list.ru;;1;3009,00;31,00
7713989;"Пермский край";"Товарищество собственников жилья №15";"ТСЖ № 15";"Надежда Федоровна Реутова";5920031023;1095920000186;"г. Чайковский, ул. Декабристов, д. 3/2";"г. Чайковский, ул. Декабристов, д. 32";34241-2-82-48;reutova500@mail.ru;;1;5192,10;32,00
8935645;"Пермский край";"Товарищество собственников жилья №16 ""Свет""";"ТСЖ №16 ""Свет""";"Сергей Владимирович Трушков";5920024996;1065920020605;"г. Чайковский, ул. Советская, д. 35";"г. Чайковский, ул. Советская, д. 35";89028020415;truschk@rambler.ru;https://ais.reformagkh.ru/;1;;26,00
8842020;"Пермский край";"Товарищество собственников жилья № 17";"ТСЖ - 17";"Наталия Михайловна Ветелина";5907029025;1065907017593;"г. Пермь, ул. Газонная, д. 5, к. б, п. 115";"г. Пермь, ул. Газонная, д. 5, к. б, п. 115";89194771057;maleeva_svetlana@mail.ru;0;1;2610,00;25,00
7721486;"Пермский край";"Товарищество собственников жилья №18";ТСЖ№18;"Галина Федоровна Сёмина";5920032475;1095920001583;"г. Чайковский, ул. Уральских танкистов, д. 1";"г. Чайковский, ул. Уральских танкистов, д. 1";89194752022;zarya59@yandex.ru;;1;7052,00;32,00
7786765;"Пермский край";"Товарищество собственников жилья № ""19"" ""Восход""";"ТСЖ № ""19"" ""Восход""";"Лидия Дмитриевна Зарымова";5920031601;1095920000758;"г. Чайковский, ул. Декабристов, д. 30";"г. Чайковский, ул. Декабристов, д. 30";"8 922 35 79 015";Tsg19-voshod@yandex.ru;;1;5551,10;15,50
8934607;"Пермский край";"Товарищество собственников Жилья 1 ""Волна""";"ТСЖ-1 ""Волна""";"Валентина Яковлевна Санникова";5920028574;1075900007853;"г. Чайковский, б-р. Приморский, д. 61";"г. Чайковский, б-р. Приморский, д. 61";8-908-247-17-64;valentinasannikova59@mail.ru;;1;2454,50;31,00
8936526;"Пермский край";"Товарищество собственников жилья №20";ТСЖ№20;"Леонид Павлович Харитонов";5905239450;1065905008289;"г. Пермь, ул. Архитектора Свиязева, д. 40/3, п. 26";"г. Пермь, ул. Архитектора Свиязева, д. 40/3";89519369129;Slavuti74@mail.ru;;1;2673,30;23,50
8934503;"Пермский край";"Товарищество собственников жилья ""20 лет Победы 161""";"ТСЖ ""20 лет Победы 161""";"Вера Петровна Кибанова";5919010364;1095919000374;"г. Соликамск, ул. 20-летия Победы, д. 161, п. 19";"г. Соликамск, ул. 20-летия Победы, д. 161, п. 19";89519243166;super.vera78@yandex.ru;;1;1776,70;27,00
8932821;"Пермский край";"Товарищество собственников жилья XXI-век";"ТСЖ 21 век";"Михаил Васильевич Глухов";5920018350;1035901763864;"г. Чайковский, с. Ольховка, д. 12";"г. Чайковский, б-р. Текстильщиков, д. 12";89223277017;tszh21vek@mail.ru;;1;4412,50;32,00
7656711;"Пермский край";"Товарищество собственников жилья-22";"""ТСЖ-22""";"Наталья Васильевна Зернина ";5920024330;1065920014093;"г. Чайковский, ул. Декабристов, д. 18";"г. Чайковский, ул. Декабристов, д. 18";8342(41)2-95-73;tsg-chaik@yandex.ru;;1;7654,20;28,50
8933504;"Пермский край";"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ- 24/1";"ТСЖ- 24/1";"ВИКТОРИЯ ДАВЫДОВНА НАГАЕВА";5920037120;1125920000040;"г. Чайковский, ул. Кабалевского, д. 24/1, п. 7";"г. Чайковский, д. 24/1, п. 6";+79223267541;tsj241@rambler.ru;;1;5683,70;28,00
